open time,open,high,low,close,volume,close time,quote_asset_volume,number of trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,unused field,fundingTime,fundingRate
1597017600000,11685.99,12100.0,11127.0,11921.23,1636310.535,1597622399999,19112713959.07478,5647537,774908.372,9052650398.61655,0,1570953600000.0,0.0001
1597622400000,11921.32,12499.42,11385.06,11654.0,1484444.409,1598227199999,17644257563.70934,5429774,696129.673,8277337973.85019,0,1570953600000.0,0.0001
1598227200000,11654.0,11831.96,11130.0,11714.14,1126558.79,1598831999999,12916782027.51915,4103819,538457.176,6174909108.63205,0,1570953600000.0,0.0001
1598832000000,11714.13,12061.07,9808.58,10258.13,2129256.684,1599436799999,22992445851.83469,6783759,998074.561,10782602941.70932,0,1570953600000.0,0.0001
1599436800000,10258.13,10580.0,9842.01,10327.72,1307550.016,1600041599999,13363850179.89196,5007082,622437.365,6364039276.43624,0,1570953600000.0,0.0001
1600041600000,10327.72,11177.0,10241.57,10914.28,1305000.991,1600646399999,14132776937.95913,4640925,690701.367,7479500679.75514,0,1570953600000.0,0.0001
1600646400000,10915.52,10980.69,10132.21,10768.0,1361333.926,1601251199999,14371074768.36785,4966883,708107.707,7475838664.04909,0,1570953600000.0,0.0001
1601251200000,10768.0,11024.0,10371.03,10660.16,1112422.487,1601855999999,11872904319.00236,4225812,579248.577,6184787369.98117,0,1570953600000.0,0.0001
1601856000000,10660.16,11494.0,10510.66,11369.59,1130181.676,1602460799999,12357671167.87638,4510814,574048.644,6272985101.00346,0,1570953600000.0,0.0001
1602460800000,11369.59,11732.0,11157.0,11501.1,1262233.929,1603065599999,14393663587.37245,4567233,624677.644,7125700111.75898,0,1570953600000.0,0.0001
1603065600000,11501.5,13369.0,11404.01,13023.81,2097989.994,1603670399999,26318797816.32402,7520944,1050030.379,13154166249.70573,0,1570953600000.0,0.0001
1603670400000,13024.21,14140.0,12729.0,13752.86,2466497.961,1604275199999,33102936297.81509,8692369,1244889.807,16711970395.40707,0,1570953600000.0,0.0001
1604275200000,13752.87,15984.2,13195.0,15473.2,3153224.529,1604879999999,46184082097.05069,11661669,1541630.33,22550905482.56564,0,1570953600000.0,0.0001
1604880000000,15473.2,16479.99,14822.0,15952.27,2303969.205,1605484799999,36300248991.03902,10027102,1125191.916,17737184672.25798,0,1570953600000.0,0.0001
1605484800000,15951.93,18986.0,15862.0,18435.2,3130110.809,1606089599999,55792025584.55435,12635858,1524025.784,27130673498.78568,0,1570953600000.0,0.0001
1606089600000,18434.17,19554.19,16181.0,18181.09,3042090.201,1606694399999,54602107668.74007,12856936,1456451.818,26145000041.80938,0,1570953600000.0,0.0001
1606694400000,18180.43,19956.0,18050.0,19375.02,2253295.157,1607299199999,43023946673.65651,10792933,1114124.126,21277437592.5204,0,1570953600000.0,0.0001
1607299200000,19375.0,19446.36,17555.0,19175.07,1791788.874,1607903999999,33151546499.11541,9020406,898125.892,16617898542.13859,0,1570953600000.0,0.0001
1607904000000,19175.06,24376.0,19004.72,23472.96,2678860.144,1608508799999,58905901138.3493,14549063,1339599.313,29436739904.72439,0,1570953600000.0,0.0001
1608508800000,23472.96,28459.84,21920.0,26305.64,2627143.232,1609113599999,64257086735.30893,15903601,1302269.427,31861324569.79054,0,1570953600000.0,0.0001
1609113600000,26301.76,34832.25,25913.01,33054.53,2460453.874,1609718399999,73439600838.83606,16646881,1204354.227,35975489992.87297,0,1570953600000.0,0.0001
1609718400000,33053.93,42125.51,27800.0,38221.67,3119739.273,1610323199999,113524207154.21487,24264574,1528712.842,55669061841.60638,0,1570953600000.0,0.0001
1610323200000,38200.01,40189.39,30448.0,35869.83,3133070.537,1610927999999,111257885133.83894,29135432,1546141.849,54927929778.49061,0,1570953600000.0,0.0001
1610928000000,35875.72,37961.0,28880.0,32275.63,2313482.811,1611532799999,77473598543.69917,21621962,1143499.336,38307697413.66749,0,1570953600000.0,0.0001
1611532800000,32274.88,38641.1,29240.0,33126.21,2598835.991,1612137599999,86282511136.6144,23358569,1294253.367,42984134843.16061,0,1570953600000.0,0.0001
1612137600000,33125.11,40992.4,32322.47,38849.25,1831337.339,1612742399999,68013598760.19646,18014344,912959.437,33885859785.00832,0,1570953600000.0,0.0001
1612742400000,38849.24,49875.16,38037.0,48655.21,2188250.932,1613347199999,100921491806.21906,22631735,1082145.169,49898342240.05314,0,1570953600000.0,0.0001
1613347200000,48655.21,58472.14,45349.21,57487.43,1785078.516,1613951999999,92830488411.08386,19753725,879419.043,45756834946.4634,0,1570953600000.0,0.0001
1613952000000,57475.5,57591.87,43002.05,45163.36,2979807.695,1614556799999,145374286007.4599,32308675,1462213.054,71318306744.97647,0,1570953600000.0,0.0001
1614556800000,45162.64,52681.51,44972.49,50995.27,2144594.339,1615161599999,105042359494.77888,23868122,1064864.559,52173181690.17482,0,1570953600000.0,0.0001
1615161600000,50991.35,61950.0,49310.0,59037.12,2247594.591,1615766399999,125963148938.01643,26144028,1108453.358,62124716792.64691,0,1570953600000.0,0.0001
1615766400000,59037.11,60740.0,53335.0,57415.18,2133275.094,1616371199999,122076964976.48232,24922919,1043504.408,59731463937.75227,0,1570953600000.0,0.0001
1616371200000,57415.19,58500.0,50452.08,55805.08,2087279.561,1616975999999,113521120944.67242,23001087,1021163.94,55539381798.17119,0,1570953600000.0,0.0001
1616976000000,55804.16,60397.85,54931.15,58234.61,1583892.047,1617580799999,92534569233.13133,17331007,775187.865,45291772226.45762,0,1570953600000.0,0.0001
1617580800000,58234.61,61800.0,55536.07,60090.2,1297659.8,1618185599999,75804465024.46495,14681853,632408.818,36953371720.9239,0,1570953600000.0,0.0001
1618185600000,60093.26,64986.11,50050.0,56140.05,1949480.599,1618790399999,117624119455.58145,21540498,945970.927,57092126427.11336,0,1570953600000.0,0.0001
1618790400000,56140.05,57532.7,46930.43,49063.94,2480262.616,1619395199999,129871146073.53754,27310566,1228960.454,64368486219.81541,0,1570953600000.0,0.0001
1619395200000,49063.94,58488.17,48763.0,56630.33,1842400.922,1619999999999,101109464715.91339,19443575,919652.326,50460744483.09069,0,1570953600000.0,0.0001
1620000000000,56630.34,59590.96,52880.38,58292.53,2021025.882,1620604799999,115041176950.12051,21253481,986925.905,56194434071.77622,0,1570953600000.0,0.0001
1620604800000,58292.53,59654.0,43866.0,46429.28,3153899.206,1621209599999,161527286349.34775,33247720,1545182.807,79124560508.7122,0,1570953600000.0,0.0001
1621209600000,46429.28,46655.0,28688.0,34651.6,6064178.467,1621814399999,236852099212.255,67757466,3031711.664,118391251489.61125,0,1570953600000.0,0.0001
1621814400000,34656.53,40900.0,33356.0,35651.81,4505211.854,1622419199999,166964932453.70724,44134849,2250956.988,83424142770.4988,0,1570953600000.0,0.0001
1622419200000,35651.8,39470.0,34150.0,35801.71,3950308.85,1623023999999,145417216556.66833,35044836,1975643.772,72736394251.98898,0,1570953600000.0,0.0001
1623024000000,35801.71,39374.18,30969.0,38993.65,5304319.373,1623628799999,188031569669.773,46314199,2693662.128,95507789992.16591,0,1570953600000.0,0.0001
1623628800000,38993.66,41413.0,33312.0,35588.64,4876593.304,1624233599999,184055996429.22992,43384449,2422003.32,91419293994.77261,0,1570953600000.0,0.0001
1624233600000,35588.63,35746.28,28780.01,34687.71,7746338.623,1624838399999,252711675838.8362,63195084,3906620.922,127469914821.82251,0,1570953600000.0,0.0001
1624838400000,34687.71,36623.0,32672.04,35280.16,4617547.366,1625443199999,159152912063.675,36943946,2324378.402,80120126809.06981,0,1570953600000.0,0.0001
1625443200000,35280.17,35281.55,32066.0,34253.81,3727312.197,1626047999999,125757296813.56964,30298691,1866868.719,62991991543.40762,0,1570953600000.0,0.0001
1626048000000,34253.88,34662.73,31018.59,31767.0,3380985.11,1626652799999,109096375963.3664,26057633,1689311.297,54510988706.99966,0,1570953600000.0,0.0001
1626652800000,31765.23,35400.0,29242.24,35370.66,3458141.031,1627257599999,110339062273.41685,26473482,1757294.567,56096894488.99124,0,1570953600000.0,0.0001
1627257600000,35370.67,48168.6,35185.49,39846.78,4468076.372,1627862399999,176191098510.14804,40359117,2234348.709,88108072860.5657,0,1570953600000.0,0.0001
1627862400000,39846.78,45350.0,37291.0,43787.71,3985788.573,1628467199999,162666029068.60547,37767332,1992325.496,81353987867.80923,0,1570953600000.0,0.0001
1628467200000,43787.71,48300.0,42785.0,47006.02,3128981.054,1629071999999,143272947957.30322,31749757,1560400.892,71463884803.56299,0,1570953600000.0,0.0001
1629072000000,47006.02,49833.0,43938.38,49273.28,2765858.08,1629676799999,129555201876.57176,27318934,1375889.276,64473508450.56122,0,1570953600000.0,0.0001
1629676800000,49273.28,50600.0,46280.0,48795.41,2560264.54,1630281599999,123882293557.49168,23305289,1264982.842,61219224863.06223,0,1570953600000.0,0.0001
1630281600000,48795.42,51950.0,46550.99,51799.57,2423617.744,1630886399999,118815812724.06575,22822570,1206856.748,59187464702.79932,0,1570953600000.0,0.0001
1630886400000,51799.56,52950.0,42088.0,46046.73,2567904.998,1631491199999,121853025351.5612,25159350,1261605.824,59883890218.96679,0,1570953600000.0,0.0001
1631491200000,46048.02,48850.0,43323.93,47256.91,1877864.572,1632095999999,87916906696.65205,18867165,936029.166,43837043428.38897,0,1570953600000.0,0.0001
1632096000000,47256.92,47345.0,39503.58,43150.0,3255184.139,1632700799999,139658833302.62445,29355828,1628070.698,69849675210.08304,0,1570953600000.0,0.0001
1632700800000,43150.01,49304.12,40708.73,48187.3,2172018.51,1633305599999,96267829065.91563,21512464,1106121.815,49057672342.65158,0,1570953600000.0,0.0001
1633305600000,48187.99,56789.0,46885.29,54700.0,2031953.189,1633910399999,107049978091.64124,22828823,1023401.19,53898815435.48576,0,1570953600000.0,0.0001
1633910400000,54700.0,63997.61,53750.0,61571.45,2193200.82,1634515199999,127919381837.39778,24748615,1088772.705,63518063719.61271,0,1570953600000.0,0.0001
1634515200000,61571.45,67150.0,59504.46,60902.82,2334600.351,1635119999999,146622345073.1625,25770611,1137662.899,71470608998.00137,0,1570953600000.0,0.0001
1635120000000,60902.82,63795.98,57550.0,61348.61,1706890.356,1635724799999,104229732256.4753,18479432,834104.853,50951629696.31739,0,1570953600000.0,0.0001
1635724800000,61347.14,64349.55,59400.0,63316.4,1314984.648,1636329599999,81367469712.91267,15556702,641378.415,39699413365.29518,0,1570953600000.0,0.0001
1636329600000,63316.4,69198.7,62313.0,65568.39,1568358.347,1636934399999,102816699876.83617,19737106,765287.466,50182960586.39848,0,1570953600000.0,0.0001
1636934400000,65568.38,66395.05,55604.0,58661.39,1947403.587,1637539199999,116529628576.98232,22397831,940782.93,56293863744.12963,0,1570953600000.0,0.0001
1637539200000,58648.87,59624.56,53245.0,57315.73,1727942.267,1638143999999,97331400742.19441,20521411,842239.067,47459106630.09125,0,1570953600000.0,0.0001
1638144000000,57315.72,59224.99,40888.89,49376.6,2336021.36,1638748799999,125234583373.25758,24924743,1128413.237,60527175569.38302,0,1570953600000.0,0.0001
1638748800000,49373.83,51929.0,46724.35,50057.01,1791066.323,1639353599999,88070277576.89758,20354605,897938.076,44164339814.72175,0,1570953600000.0,0.0001
1639353600000,50057.02,50180.0,45373.11,46668.63,1935042.118,1639958399999,91870739703.02245,23732760,963218.246,45745284946.67763,0,1570953600000.0,0.0001
1639958400000,46668.65,51805.0,45530.67,50765.73,1550833.565,1640563199999,76131410265.60416,18166164,772386.929,37918086125.324,0,1570953600000.0,0.0001
1640563200000,50765.73,52134.0,45650.0,47280.0,1708449.949,1641167999999,82060980551.30907,17043944,842401.343,40459618621.35426,0,1570953600000.0,0.0001
1641168000000,47280.01,47575.22,40456.56,41851.22,2302005.988,1641772799999,100770734466.45624,22225915,1132820.391,49577902877.4633,0,1570953600000.0,0.0001
1641772800000,41851.22,44396.68,39610.0,43060.66,1982649.99,1642377599999,84282365091.27615,19837197,990483.974,42120603759.57742,0,1570953600000.0,0.0001
1642377600000,43060.66,43495.0,33950.0,36230.01,3069957.673,1642982399999,119224691582.08105,28598665,1516955.92,58912261967.00743,0,1570953600000.0,0.0001
1642982400000,36230.0,38886.58,32853.83,37870.01,3010196.557,1643587199999,109700551658.12022,30047655,1531917.048,55846805589.67495,0,1570953600000.0,0.0001
1643587200000,37870.0,42656.8,36204.3,42361.35,2305635.465,1644191999999,89354395531.47008,22843117,1182592.392,45857633123.90522,0,1570953600000.0,0.0001
1644192000000,42361.34,45847.5,41540.0,42041.13,2613244.862,1644796799999,113634701579.03464,26831611,1319202.223,57382319783.80451,0,1570953600000.0,0.0001
1644796800000,42041.12,44777.0,37905.0,38368.1,2163520.526,1645401599999,89887452095.0997,20916377,1072335.403,44553057289.99351,0,1570953600000.0,0.0001
1645401600000,38367.9,40441.1,34303.7,37672.0,3530988.288,1646006399999,133245431184.0934,32436362,1792171.557,67640233815.98189,0,1570953600000.0,0.0001
1646006400000,37672.1,45350.0,37414.4,38401.1,2816635.887,1646611199999,116980961073.91675,28831756,1409475.218,58539422072.05115,0,1570953600000.0,0.0001
1646611200000,38401.1,42647.5,37134.0,37743.7,2770619.291,1647215999999,108965888122.5507,27450457,1380170.559,54304638976.56512,0,1570953600000.0,0.0001
1647216000000,37743.0,42446.6,37522.1,41261.0,2321024.582,1647820799999,93461959250.04967,21784799,1170286.175,47122854763.45609,0,1570953600000.0,0.0001
1647820800000,41261.0,47047.0,40430.0,46820.8,2055378.868,1648425599999,88796271642.39468,18924915,1045234.048,45190619509.603,0,1570953600000.0,0.0001
1648425600000,46820.9,48200.0,44206.2,46392.4,1911191.042,1649030399999,89155279309.39839,17712593,940040.61,43868138837.00921,0,1570953600000.0,0.0001
1649030400000,46392.3,47188.0,41838.0,42140.4,1755971.488,1649635199999,77692574110.3025,17086182,860875.671,38091212717.56343,0,1570953600000.0,0.0001
1649635200000,42140.3,42399.9,39136.7,39649.1,1869008.525,1650239999999,75551865055.04614,18266812,925179.844,37405655140.42667,0,1570953600000.0,0.0001
1650240000000,39649.1,42966.0,38465.7,39433.4,1847726.305,1650844799999,74966002072.95888,19818273,920138.386,37349786677.71021,0,1570953600000.0,0.0001
1650844800000,39433.4,40800.0,37350.0,38440.5,2427675.083,1651449599999,94678036175.0929,24205228,1209050.477,47173358398.65915,0,1570953600000.0,0.0001
1651449600000,38440.2,40071.7,33665.0,34032.0,2616656.062,1652054399999,96963353223.72118,26152012,1286168.778,47697639107.78774,0,1570953600000.0,0.0001
1652054400000,34032.1,34243.3,26631.0,31324.4,5168460.373,1652659199999,157217272726.74396,49762011,2599137.432,79077614818.58421,0,1570953600000.0,0.0001
1652659200000,31324.3,31327.4,28629.6,30284.0,2766784.566,1653263999999,82337306369.13387,26930033,1382372.678,41146849619.44502,0,1570953600000.0,0.0001
1653264000000,30284.0,30658.0,27952.1,29452.8,2788864.87,1653868799999,81807929427.1736,25002299,1387828.115,40722408642.57615,0,1570953600000.0,0.0001
1653868800000,29452.6,32427.5,29220.0,29909.9,2564334.626,1654473599999,78269195310.83788,23676365,1289350.862,39358107486.53752,0,1570953600000.0,0.0001
1654473600000,29910.0,31780.0,26538.7,26564.7,3289367.275,1655078399999,97605257163.04568,29602367,1636904.361,48616869827.67748,0,1570953600000.0,0.0001
1655078400000,26564.7,26877.0,17593.2,20564.2,8396087.064,1655683199999,178916485598.2881,66516925,4236124.187,90262306499.02173,0,1570953600000.0,0.0001
1655683200000,20564.3,21888.0,19630.0,21029.1,4756283.26,1656287999999,98805332952.97096,39904999,2414318.51,50166240289.28531,0,1570953600000.0,0.0001
1656288000000,21029.1,21560.0,18563.0,19305.9,4338897.741,1656892799999,86150118871.0036,31094836,2169681.897,43082966278.03829,0,1570953600000.0,0.0001
1656892800000,19306.0,22579.9,19046.3,20853.8,4579160.528,1657497599999,94757377978.33627,35312911,2333290.259,48285632595.00658,0,1570953600000.0,0.0001
1657497600000,20853.8,21674.1,18901.0,20794.4,4595242.695,1658102399999,93332450263.56497,37223060,2331447.189,47364794009.97833,0,1570953600000.0,0.0001
1658102400000,20794.4,24277.0,20764.4,22570.6,5379842.657,1658707199999,122472609002.43732,44573044,2717027.441,61872352345.83072,0,1570953600000.0,0.0001
1658707200000,22570.6,24700.0,20689.6,23290.1,4280513.414,1659311999999,97412641257.55965,35587248,2162156.26,49216878880.07715,0,1570953600000.0,0.0001
1659312000000,23290.1,23650.0,22370.0,23167.8,3334300.374,1659916799999,76890666645.35574,27425171,1668797.916,38493820277.08276,0,1570953600000.0,0.0001
1659916800000,23167.9,25065.0,22608.0,24294.1,3930706.635,1660521599999,94358384234.68678,30776979,1964223.59,47169701078.81401,0,1570953600000.0,0.0001
1660521600000,24294.1,25200.0,20742.9,21505.6,4010009.915,1661126399999,91480045725.13678,28939491,1976447.698,45083233227.67016,0,1570953600000.0,0.0001
1661126400000,21505.6,21925.6,19508.0,19547.5,3869473.632,1661731199999,81352434065.09267,28472955,1931931.0,40640288800.44476,0,1570953600000.0,0.0001
1661731200000,19547.5,20574.0,19524.4,19992.7,4120112.711,1662335999999,82441574929.95612,26657665,2074976.51,41529569265.13714,0,1570953600000.0,0.0001
1662336000000,19992.7,21883.4,18500.0,21820.3,4430120.521,1662940799999,89113278643.53304,26542926,2241083.603,45125275402.15188,0,1570953600000.0,0.0001
1662940800000,21820.3,22850.0,19300.0,19404.5,4744240.359,1663545599999,98026896242.32549,30188226,2362938.578,48865080355.70362,0,1570953600000.0,0.0001
1663545600000,19404.5,20154.1,18084.3,18799.7,5435481.218,1664150399999,103371792119.96921,32658543,2720008.135,51746097585.98341,0,1570953600000.0,0.0001
1664150400000,18799.7,20375.0,18460.0,19049.4,5992165.066,1664755199999,115967591552.62778,34643529,3006943.661,58213473005.51839,0,1570953600000.0,0.0001
1664755200000,19049.3,20500.0,18950.8,19430.0,4113950.007,1665359999999,81525941012.41666,24915101,2068694.098,41001112058.53105,0,1570953600000.0,0.0001
1665360000000,19430.0,19947.9,17917.8,19251.9,4046559.104,1665964799999,77475604003.57483,23040369,2007515.326,38446945655.09763,0,1570953600000.0,0.0001
1665964800000,19251.8,19706.4,18600.0,19560.7,3193205.908,1666569599999,61474182612.00253,17653094,1594660.854,30707936622.4033,0,1570953600000.0,0.0001
1666569600000,19560.6,21088.0,19146.0,20615.6,4083903.839,1667174399999,82891855054.81091,23012882,2042350.515,41457400740.62645,0,1570953600000.0,0.0001
1667174400000,20615.5,21473.7,20026.0,20900.0,3222777.508,1667779199999,66592102033.02069,17980870,1609901.605,33271328711.60491,0,1570953600000.0,0.0001
1667779200000,20900.0,21062.6,15462.6,16321.2,7773127.798,1668383999999,138975033334.0226,47176806,3825219.318,68372362807.76022,0,1570953600000.0,0.0001
1668384000000,16321.3,17188.0,15805.5,16272.6,3418007.843,1668988799999,56857239175.93632,21622863,1713436.257,28509178801.68567,0,1570953600000.0,0.0001
1668988800000,16272.7,16800.0,15443.2,16422.6,3016624.457,1669593599999,49079399367.39616,17748613,1518058.18,24704142782.68071,0,1570953600000.0,0.0001
1669593600000,16422.5,17348.5,15984.1,17099.5,2732312.307,1670198399999,45765157070.11056,14852378,1389709.239,23282159360.93672,0,1570953600000.0,0.0001
1670198400000,17099.5,17430.0,16655.0,17077.3,2184358.764,1670803199999,37264495987.02326,12453664,1096341.457,18706049786.20239,0,1570953600000.0,0.0001
1670803200000,17077.3,18400.0,16521.1,16730.3,3054017.016,1671407999999,52963138991.34593,16358016,1535002.217,26629212817.34631,0,1570953600000.0,0.0001
1671408000000,16730.4,17049.6,16210.0,16824.4,1846302.999,1672012799999,30941455802.14625,9882190,923981.036,15487153585.31217,0,1570953600000.0,0.0001
1672012800000,16824.5,16968.0,16320.0,16610.3,1499794.263,1672617599999,24946390738.51684,7311139,743801.097,12373111860.8629,0,1570953600000.0,0.0001
1672617600000,16610.4,17181.1,16541.2,17124.7,1497012.618,1673222399999,25164282452.84484,7098809,757364.853,12733203886.4189,0,1570953600000.0,0.0001
1673222400000,17124.6,21544.0,17098.2,20882.7,4370171.12,1673827199999,83420602325.61955,21348206,2229604.565,42546254613.71279,0,1570953600000.0,0.0001
1673827200000,20882.7,23390.0,20386.0,22704.6,4372914.039,1674431999999,94784366597.84088,25663494,2202293.035,47740919248.59995,0,1570953600000.0,0.0001
